id_election;id_brut_miom;code_departement;libelle_departement;code_canton;libelle_canton;code_commune;libelle_commune;code_circonscription;libelle_circonscription;code_bv;inscrits;abstentions;votants;blancs;nuls;exprimes;ratio_abstentions_inscrits;ratio_votants_inscrits;ratio_blancs_inscrits;ratio_blancs_votants;ratio_nuls_inscrits;ratio_nuls_votants;ratio_exprimes_inscrits;ratio_exprimes_votants
2008_muni_t2;29019_0006;29;Finistere;;;29019;Brest;;;0006;1015;567;448;;16;432;55.86;44.14;;;1.58;3.57;42.56;96.43
2008_muni_t2;29019_0007;29;Finistere;;;29019;Brest;;;0007;886;420;466;;28;438;47.4;52.6;;;3.16;6.01;49.44;93.99
2008_muni_t2;29019_0008;29;Finistere;;;29019;Brest;;;0008;919;437;482;;23;459;47.55;52.45;;;2.5;4.77;49.95;95.23
2008_muni_t2;29019_0009;29;Finistere;;;29019;Brest;;;0009;966;459;507;;24;483;47.52;52.48;;;2.48;4.73;50.0;95.27
2008_muni_t2;29019_0010;29;Finistere;;;29019;Brest;;;0010;1022;482;540;;23;517;47.16;52.84;;;2.25;4.26;50.59;95.74
2008_muni_t2;29019_0011;29;Finistere;;;29019;Brest;;;0011;894;467;427;;14;413;52.24;47.76;;;1.57;3.28;46.2;96.72
2008_muni_t2;29019_0012;29;Finistere;;;29019;Brest;;;0012;945;483;462;;27;435;51.11;48.89;;;2.86;5.84;46.03;94.16
2008_muni_t2;29019_0013;29;Finistere;;;29019;Brest;;;0013;866;440;426;;28;398;50.81;49.19;;;3.23;6.57;45.96;93.43
2008_muni_t2;29019_0014;29;Finistere;;;29019;Brest;;;0014;901;434;467;;34;433;48.17;51.83;;;3.77;7.28;48.06;92.72
2008_muni_t2;29019_0015;29;Finistere;;;29019;Brest;;;0015;923;448;475;;30;445;48.54;51.46;;;3.25;6.32;48.21;93.68
2008_muni_t2;29019_0016;29;Finistere;;;29019;Brest;;;0016;892;422;470;;23;447;47.31;52.69;;;2.58;4.89;50.11;95.11
2008_muni_t2;29019_0017;29;Finistere;;;29019;Brest;;;0017;1075;539;536;;18;518;50.14;49.86;;;1.67;3.36;48.19;96.64
2008_muni_t2;29019_0018;29;Finistere;;;29019;Brest;;;0018;942;493;449;;20;429;52.34;47.66;;;2.12;4.45;45.54;95.55
2008_muni_t2;29019_0019;29;Finistere;;;29019;Brest;;;0019;881;515;366;;13;353;58.46;41.54;;;1.48;3.55;40.07;96.45
2008_muni_t2;29019_0020;29;Finistere;;;29019;Brest;;;0020;906;447;459;;30;429;49.34;50.66;;;3.31;6.54;47.35;93.46
2008_muni_t2;29019_0021;29;Finistere;;;29019;Brest;;;0021;1073;614;459;;23;436;57.22;42.78;;;2.14;5.01;40.63;94.99
2008_muni_t2;29019_0022;29;Finistere;;;29019;Brest;;;0022;933;494;439;;20;419;52.95;47.05;;;2.14;4.56;44.91;95.44
2008_muni_t2;29019_0023;29;Finistere;;;29019;Brest;;;0023;903;407;496;;25;471;45.07;54.93;;;2.77;5.04;52.16;94.96
2008_muni_t2;29019_0024;29;Finistere;;;29019;Brest;;;0024;965;485;480;;29;451;50.26;49.74;;;3.01;6.04;46.74;93.96
2008_muni_t2;29019_0025;29;Finistere;;;29019;Brest;;;0025;905;453;452;;16;436;50.06;49.94;;;1.77;3.54;48.18;96.46
2008_muni_t2;29019_0026;29;Finistere;;;29019;Brest;;;0026;860;426;434;;20;414;49.53;50.47;;;2.33;4.61;48.14;95.39
2008_muni_t2;29019_0027;29;Finistere;;;29019;Brest;;;0027;918;452;466;;19;447;49.24;50.76;;;2.07;4.08;48.69;95.92
2008_muni_t2;29019_0028;29;Finistere;;;29019;Brest;;;0028;908;497;411;;21;390;54.74;45.26;;;2.31;5.11;42.95;94.89
2008_muni_t2;29019_0029;29;Finistere;;;29019;Brest;;;0029;826;411;415;;24;391;49.76;50.24;;;2.91;5.78;47.34;94.22
2008_muni_t2;29019_0030;29;Finistere;;;29019;Brest;;;0030;835;371;464;;15;449;44.43;55.57;;;1.8;3.23;53.77;96.77
2008_muni_t2;29019_0031;29;Finistere;;;29019;Brest;;;0031;889;377;512;;20;492;42.41;57.59;;;2.25;3.91;55.34;96.09
2008_muni_t2;29019_0032;29;Finistere;;;29019;Brest;;;0032;970;490;480;;18;462;50.52;49.48;;;1.86;3.75;47.63;96.25
2008_muni_t2;29019_0033;29;Finistere;;;29019;Brest;;;0033;986;469;517;;22;495;47.57;52.43;;;2.23;4.26;50.2;95.74
2008_muni_t2;29019_0034;29;Finistere;;;29019;Brest;;;0034;830;419;411;;15;396;50.48;49.52;;;1.81;3.65;47.71;96.35
2008_muni_t2;29019_0035;29;Finistere;;;29019;Brest;;;0035;895;438;457;;20;437;48.94;51.06;;;2.23;4.38;48.83;95.62
2008_muni_t2;29019_0036;29;Finistere;;;29019;Brest;;;0036;937;473;464;;16;448;50.48;49.52;;;1.71;3.45;47.81;96.55
2008_muni_t2;29019_0037;29;Finistere;;;29019;Brest;;;0037;1011;520;491;;33;458;51.43;48.57;;;3.26;6.72;45.3;93.28
2008_muni_t2;29019_0038;29;Finistere;;;29019;Brest;;;0038;910;420;490;;24;466;46.15;53.85;;;2.64;4.9;51.21;95.1
2008_muni_t2;29019_0039;29;Finistere;;;29019;Brest;;;0039;923;501;422;;20;402;54.28;45.72;;;2.17;4.74;43.55;95.26
2008_muni_t2;29019_0040;29;Finistere;;;29019;Brest;;;0040;999;545;454;;24;430;54.55;45.45;;;2.4;5.29;43.04;94.71
2008_muni_t2;29019_0041;29;Finistere;;;29019;Brest;;;0041;983;519;464;;28;436;52.8;47.2;;;2.85;6.03;44.35;93.97
2008_muni_t2;29019_0042;29;Finistere;;;29019;Brest;;;0042;840;377;463;;27;436;44.88;55.12;;;3.21;5.83;51.9;94.17
2008_muni_t2;29019_0043;29;Finistere;;;29019;Brest;;;0043;798;339;459;;36;423;42.48;57.52;;;4.51;7.84;53.01;92.16
2008_muni_t2;29019_0044;29;Finistere;;;29019;Brest;;;0044;911;376;535;;38;497;41.27;58.73;;;4.17;7.1;54.56;92.9
2008_muni_t2;29019_0045;29;Finistere;;;29019;Brest;;;0045;921;492;429;;24;405;53.42;46.58;;;2.61;5.59;43.97;94.41
2008_muni_t2;29019_0046;29;Finistere;;;29019;Brest;;;0046;839;370;469;;32;437;44.1;55.9;;;3.81;6.82;52.09;93.18
2008_muni_t2;29019_0047;29;Finistere;;;29019;Brest;;;0047;861;398;463;;25;438;46.23;53.77;;;2.9;5.4;50.87;94.6
2008_muni_t2;29019_0048;29;Finistere;;;29019;Brest;;;0048;903;431;472;;21;451;47.73;52.27;;;2.33;4.45;49.94;95.55
2008_muni_t2;29019_0049;29;Finistere;;;29019;Brest;;;0049;903;416;487;;22;465;46.07;53.93;;;2.44;4.52;51.5;95.48
2008_muni_t2;29019_0050;29;Finistere;;;29019;Brest;;;0050;870;365;505;;17;488;41.95;58.05;;;1.95;3.37;56.09;96.63
2008_muni_t2;29019_0051;29;Finistere;;;29019;Brest;;;0051;880;372;508;;25;483;42.27;57.73;;;2.84;4.92;54.89;95.08
2008_muni_t2;29019_0052;29;Finistere;;;29019;Brest;;;0052;923;472;451;;29;422;51.14;48.86;;;3.14;6.43;45.72;93.57
2008_muni_t2;29019_0053;29;Finistere;;;29019;Brest;;;0053;943;460;483;;21;462;48.78;51.22;;;2.23;4.35;48.99;95.65
2008_muni_t2;29019_0054;29;Finistere;;;29019;Brest;;;0054;941;542;399;;19;380;57.6;42.4;;;2.02;4.76;40.38;95.24
2008_muni_t2;29019_0055;29;Finistere;;;29019;Brest;;;0055;940;519;421;;16;405;55.21;44.79;;;1.7;3.8;43.09;96.2
2008_muni_t2;29019_0056;29;Finistere;;;29019;Brest;;;0056;834;426;408;;30;378;51.08;48.92;;;3.6;7.35;45.32;92.65
2008_muni_t2;29019_0057;29;Finistere;;;29019;Brest;;;0057;920;565;355;;17;338;61.41;38.59;;;1.85;4.79;36.74;95.21
2008_muni_t2;29019_0058;29;Finistere;;;29019;Brest;;;0058;790;435;355;;13;342;55.06;44.94;;;1.65;3.66;43.29;96.34
2008_muni_t2;29019_0059;29;Finistere;;;29019;Brest;;;0059;917;520;397;;15;382;56.71;43.29;;;1.64;3.78;41.66;96.22
2008_muni_t2;29019_0060;29;Finistere;;;29019;Brest;;;0060;912;490;422;;22;400;53.73;46.27;;;2.41;5.21;43.86;94.79
2008_muni_t2;29019_0061;29;Finistere;;;29019;Brest;;;0061;929;506;423;;23;400;54.47;45.53;;;2.48;5.44;43.06;94.56
2008_muni_t2;29019_0062;29;Finistere;;;29019;Brest;;;0062;925;518;407;;25;382;56.0;44.0;;;2.7;6.14;41.3;93.86
2008_muni_t2;29019_0063;29;Finistere;;;29019;Brest;;;0063;904;421;483;;21;462;46.57;53.43;;;2.32;4.35;51.11;95.65
2008_muni_t2;29019_0064;29;Finistere;;;29019;Brest;;;0064;874;409;465;;19;446;46.8;53.2;;;2.17;4.09;51.03;95.91
2008_muni_t2;29019_0065;29;Finistere;;;29019;Brest;;;0065;1026;495;531;;37;494;48.25;51.75;;;3.61;6.97;48.15;93.03
2008_muni_t2;29019_0066;29;Finistere;;;29019;Brest;;;0066;973;489;484;;27;457;50.26;49.74;;;2.77;5.58;46.97;94.42
2008_muni_t2;29019_0067;29;Finistere;;;29019;Brest;;;0067;966;534;432;;18;414;55.28;44.72;;;1.86;4.17;42.86;95.83
2008_muni_t2;29019_0068;29;Finistere;;;29019;Brest;;;0068;925;479;446;;25;421;51.78;48.22;;;2.7;5.61;45.51;94.39
2008_muni_t2;29019_0069;29;Finistere;;;29019;Brest;;;0069;979;567;412;;28;384;57.92;42.08;;;2.86;6.8;39.22;93.2
2008_muni_t2;29019_0070;29;Finistere;;;29019;Brest;;;0070;891;406;485;;27;458;45.57;54.43;;;3.03;5.57;51.4;94.43
2008_muni_t2;29019_0071;29;Finistere;;;29019;Brest;;;0071;937;494;443;;30;413;52.72;47.28;;;3.2;6.77;44.08;93.23
2008_muni_t2;29019_0072;29;Finistere;;;29019;Brest;;;0072;984;520;464;;24;440;52.85;47.15;;;2.44;5.17;44.72;94.83
2008_muni_t2;29019_0073;29;Finistere;;;29019;Brest;;;0073;974;534;440;;26;414;54.83;45.17;;;2.67;5.91;42.51;94.09
2008_muni_t2;29019_0074;29;Finistere;;;29019;Brest;;;0074;828;359;469;;26;443;43.36;56.64;;;3.14;5.54;53.5;94.46
2008_muni_t2;29019_0075;29;Finistere;;;29019;Brest;;;0075;1018;579;439;;19;420;56.88;43.12;;;1.87;4.33;41.26;95.67
2008_muni_t2;29019_0076;29;Finistere;;;29019;Brest;;;0076;919;453;466;;24;442;49.29;50.71;;;2.61;5.15;48.1;94.85
2008_muni_t2;29019_0077;29;Finistere;;;29019;Brest;;;0077;1020;599;421;;20;401;58.73;41.27;;;1.96;4.75;39.31;95.25
2008_muni_t2;29019_0078;29;Finistere;;;29019;Brest;;;0078;947;495;452;;22;430;52.27;47.73;;;2.32;4.87;45.41;95.13
2008_muni_t2;29019_0079;29;Finistere;;;29019;Brest;;;0079;917;521;396;;22;374;56.82;43.18;;;2.4;5.56;40.79;94.44
2008_muni_t2;29019_0080;29;Finistere;;;29019;Brest;;;0080;989;601;388;;16;372;60.77;39.23;;;1.62;4.12;37.61;95.88
2008_muni_t2;29019_0081;29;Finistere;;;29019;Brest;;;0081;923;456;467;;18;449;49.4;50.6;;;1.95;3.85;48.65;96.15
2008_muni_t2;29019_0082;29;Finistere;;;29019;Brest;;;0082;901;508;393;;15;378;56.38;43.62;;;1.66;3.82;41.95;96.18
2008_muni_t2;29019_0083;29;Finistere;;;29019;Brest;;;0083;891;507;384;;25;359;56.9;43.1;;;2.81;6.51;40.29;93.49
2008_muni_t2;29019_0084;29;Finistere;;;29019;Brest;;;0084;765;287;478;;29;449;37.52;62.48;;;3.79;6.07;58.69;93.93
2008_muni_t2;29019_0085;29;Finistere;;;29019;Brest;;;0085;764;292;472;;23;449;38.22;61.78;;;3.01;4.87;58.77;95.13
2008_muni_t2;29019_0086;29;Finistere;;;29019;Brest;;;0086;869;428;441;;18;423;49.25;50.75;;;2.07;4.08;48.68;95.92
2008_muni_t2;29019_0087;29;Finistere;;;29019;Brest;;;0087;747;277;470;;37;433;37.08;62.92;;;4.95;7.87;57.97;92.13
2008_muni_t2;29019_0088;29;Finistere;;;29019;Brest;;;0088;698;334;364;;26;338;47.85;52.15;;;3.72;7.14;48.42;92.86
2008_muni_t2;29019_0089;29;Finistere;;;29019;Brest;;;0089;547;245;302;;19;283;44.79;55.21;;;3.47;6.29;51.74;93.71
2008_muni_t2;29019_0090;29;Finistere;;;29019;Brest;;;0090;617;285;332;;13;319;46.19;53.81;;;2.11;3.92;51.7;96.08
2008_muni_t2;29019_0091;29;Finistere;;;29019;Brest;;;0091;827;375;452;;27;425;45.34;54.66;;;3.26;5.97;51.39;94.03
2008_muni_t2;29019_0092;29;Finistere;;;29019;Brest;;;0092;892;379;513;;24;489;42.49;57.51;;;2.69;4.68;54.82;95.32
2008_muni_t2;29019_0093;29;Finistere;;;29019;Brest;;;0093;847;388;459;;28;431;45.81;54.19;;;3.31;6.1;50.89;93.9
2008_muni_t2;29019_0094;29;Finistere;;;29019;Brest;;;0094;854;399;455;;14;441;46.72;53.28;;;1.64;3.08;51.64;96.92
2008_muni_t2;29019_0095;29;Finistere;;;29019;Brest;;;0095;886;406;480;;25;455;45.82;54.18;;;2.82;5.21;51.35;94.79
2008_muni_t2;29019_0096;29;Finistere;;;29019;Brest;;;0096;893;378;515;;25;490;42.33;57.67;;;2.8;4.85;54.87;95.15
2008_muni_t2;29019_0097;29;Finistere;;;29019;Brest;;;0097;797;423;374;;19;355;53.07;46.93;;;2.38;5.08;44.54;94.92
2008_muni_t2;29019_0098;29;Finistere;;;29019;Brest;;;0098;740;338;402;;23;379;45.68;54.32;;;3.11;5.72;51.22;94.28
2008_muni_t2;29024_0001;29;Finistere;;;29024;Carhaix-Plouguer;;;0001;871;241;630;;51;579;27.67;72.33;;;5.86;8.1;66.48;91.9
2008_muni_t2;29024_0002;29;Finistere;;;29024;Carhaix-Plouguer;;;0002;871;234;637;;47;590;26.87;73.13;;;5.4;7.38;67.74;92.62
2008_muni_t2;29024_0003;29;Finistere;;;29024;Carhaix-Plouguer;;;0003;727;187;540;;44;496;25.72;74.28;;;6.05;8.15;68.23;91.85
2008_muni_t2;29024_0004;29;Finistere;;;29024;Carhaix-Plouguer;;;0004;936;266;670;;79;591;28.42;71.58;;;8.44;11.79;63.14;88.21
2008_muni_t2;29024_0005;29;Finistere;;;29024;Carhaix-Plouguer;;;0005;819;227;592;;40;552;27.72;72.28;;;4.88;6.76;67.4;93.24
2008_muni_t2;29024_0006;29;Finistere;;;29024;Carhaix-Plouguer;;;0006;811;207;604;;34;570;25.52;74.48;;;4.19;5.63;70.28;94.37
2008_muni_t2;29024_0007;29;Finistere;;;29024;Carhaix-Plouguer;;;0007;938;258;680;;60;620;27.51;72.49;;;6.4;8.82;66.1;91.18
2008_muni_t2;29026_0001;29;Finistere;;;29026;Châteaulin;;;0001;845;212;633;;12;621;25.09;74.91;;;1.42;1.9;73.49;98.1
2008_muni_t2;29026_0002;29;Finistere;;;29026;Châteaulin;;;0002;1082;214;868;;17;851;19.78;80.22;;;1.57;1.96;78.65;98.04
2008_muni_t2;29026_0003;29;Finistere;;;29026;Châteaulin;;;0003;1009;232;777;;12;765;22.99;77.01;;;1.19;1.54;75.82;98.46
2008_muni_t2;29026_0004;29;Finistere;;;29026;Châteaulin;;;0004;753;127;626;;11;615;16.87;83.13;;;1.46;1.76;81.67;98.24
2008_muni_t2;29031_0001;29;Finistere;;;29031;Clohars-Carnoët;;;0001;1023;257;766;;20;746;25.12;74.88;;;1.96;2.61;72.92;97.39
2008_muni_t2;29031_0002;29;Finistere;;;29031;Clohars-Carnoët;;;0002;1106;273;833;;22;811;24.68;75.32;;;1.99;2.64;73.33;97.36
2008_muni_t2;29031_0003;29;Finistere;;;29031;Clohars-Carnoët;;;0003;751;202;549;;26;523;26.9;73.1;;;3.46;4.74;69.64;95.26
2008_muni_t2;29031_0004;29;Finistere;;;29031;Clohars-Carnoët;;;0004;859;222;637;;26;611;25.84;74.16;;;3.03;4.08;71.13;95.92
2008_muni_t2;29039_0001;29;Finistere;;;29039;Concarneau;;;0001;1179;445;734;;13;721;37.74;62.26;;;1.1;1.77;61.15;98.23
2008_muni_t2;29039_0002;29;Finistere;;;29039;Concarneau;;;0002;1202;418;784;;16;768;34.78;65.22;;;1.33;2.04;63.89;97.96
2008_muni_t2;29039_0003;29;Finistere;;;29039;Concarneau;;;0003;712;225;487;;17;470;31.6;68.4;;;2.39;3.49;66.01;96.51
2008_muni_t2;29039_0004;29;Finistere;;;29039;Concarneau;;;0004;1147;386;761;;24;737;33.65;66.35;;;2.09;3.15;64.25;96.85
2008_muni_t2;29039_0005;29;Finistere;;;29039;Concarneau;;;0005;1332;380;952;;18;934;28.53;71.47;;;1.35;1.89;70.12;98.11
2008_muni_t2;29039_0006;29;Finistere;;;29039;Concarneau;;;0006;938;461;477;;13;464;49.15;50.85;;;1.39;2.73;49.47;97.27
2008_muni_t2;29039_0007;29;Finistere;;;29039;Concarneau;;;0007;1076;375;701;;21;680;34.85;65.15;;;1.95;3.0;63.2;97.0
2008_muni_t2;29039_0008;29;Finistere;;;29039;Concarneau;;;0008;1017;283;734;;26;708;27.83;72.17;;;2.56;3.54;69.62;96.46
2008_muni_t2;29039_0009;29;Finistere;;;29039;Concarneau;;;0009;1012;314;698;;20;678;31.03;68.97;;;1.98;2.87;67.0;97.13
2008_muni_t2;29039_0010;29;Finistere;;;29039;Concarneau;;;0010;958;274;684;;14;670;28.6;71.4;;;1.46;2.05;69.94;97.95
2008_muni_t2;29039_0011;29;Finistere;;;29039;Concarneau;;;0011;969;319;650;;17;633;32.92;67.08;;;1.75;2.62;65.33;97.38
2008_muni_t2;29039_0012;29;Finistere;;;29039;Concarneau;;;0012;1181;374;807;;25;782;31.67;68.33;;;2.12;3.1;66.22;96.9
2008_muni_t2;29039_0013;29;Finistere;;;29039;Concarneau;;;0013;1332;436;896;;18;878;32.73;67.27;;;1.35;2.01;65.92;97.99
2008_muni_t2;29039_0014;29;Finistere;;;29039;Concarneau;;;0014;890;276;614;;17;597;31.01;68.99;;;1.91;2.77;67.08;97.23
2008_muni_t2;29039_0015;29;Finistere;;;29039;Concarneau;;;0015;1273;432;841;;19;822;33.94;66.06;;;1.49;2.26;64.57;97.74
2008_muni_t2;29042_0001;29;Finistere;;;29042;Crozon;;;0001;1468;382;1086;;22;1064;26.02;73.98;;;1.5;2.03;72.48;97.97
2008_muni_t2;29042_0002;29;Finistere;;;29042;Crozon;;;0002;1257;406;851;;21;830;32.3;67.7;;;1.67;2.47;66.03;97.53
2008_muni_t2;29042_0003;29;Finistere;;;29042;Crozon;;;0003;1041;226;815;;27;788;21.71;78.29;;;2.59;3.31;75.7;96.69
2008_muni_t2;29042_0004;29;Finistere;;;29042;Crozon;;;0004;845;198;647;;17;630;23.43;76.57;;;2.01;2.63;74.56;97.37
2008_muni_t2;29042_0005;29;Finistere;;;29042;Crozon;;;0005;609;142;467;;18;449;23.32;76.68;;;2.96;3.85;73.73;96.15
2008_muni_t2;29042_0006;29;Finistere;;;29042;Crozon;;;0006;224;53;171;;3;168;23.66;76.34;;;1.34;1.75;75.0;98.25
2008_muni_t2;29042_0007;29;Finistere;;;29042;Crozon;;;0007;1296;345;951;;37;914;26.62;73.38;;;2.85;3.89;70.52;96.11
2008_muni_t2;29051_0001;29;Finistere;;;29051;Ergué-Gabéric;;;0001;990;227;763;;13;750;22.93;77.07;;;1.31;1.7;75.76;98.3
2008_muni_t2;29051_0002;29;Finistere;;;29051;Ergué-Gabéric;;;0002;782;164;618;;12;606;20.97;79.03;;;1.53;1.94;77.49;98.06
2008_muni_t2;29051_0003;29;Finistere;;;29051;Ergué-Gabéric;;;0003;805;181;624;;6;618;22.48;77.52;;;0.75;0.96;76.77;99.04
2008_muni_t2;29051_0004;29;Finistere;;;29051;Ergué-Gabéric;;;0004;730;155;575;;6;569;21.23;78.77;;;0.82;1.04;77.95;98.96
2008_muni_t2;29051_0005;29;Finistere;;;29051;Ergué-Gabéric;;;0005;938;272;666;;11;655;29.0;71.0;;;1.17;1.65;69.83;98.35
2008_muni_t2;29051_0006;29;Finistere;;;29051;Ergué-Gabéric;;;0006;886;239;647;;18;629;26.98;73.02;;;2.03;2.78;70.99;97.22
2008_muni_t2;29051_0007;29;Finistere;;;29051;Ergué-Gabéric;;;0007;871;198;673;;26;647;22.73;77.27;;;2.99;3.86;74.28;96.14
2008_muni_t2;29075_0001;29;Finistere;;;29075;Guipavas;;;0001;890;293;597;;15;582;32.92;67.08;;;1.69;2.51;65.39;97.49
2008_muni_t2;29075_0002;29;Finistere;;;29075;Guipavas;;;0002;897;259;638;;13;625;28.87;71.13;;;1.45;2.04;69.68;97.96
2008_muni_t2;29075_0003;29;Finistere;;;29075;Guipavas;;;0003;746;210;536;;2;534;28.15;71.85;;;0.27;0.37;71.58;99.63
2008_muni_t2;29075_0004;29;Finistere;;;29075;Guipavas;;;0004;735;236;499;;13;486;32.11;67.89;;;1.77;2.61;66.12;97.39
2008_muni_t2;29075_0005;29;Finistere;;;29075;Guipavas;;;0005;750;221;529;;14;515;29.47;70.53;;;1.87;2.65;68.67;97.35
2008_muni_t2;29075_0006;29;Finistere;;;29075;Guipavas;;;0006;1037;297;740;;5;735;28.64;71.36;;;0.48;0.68;70.88;99.32
2008_muni_t2;29075_0007;29;Finistere;;;29075;Guipavas;;;0007;1053;306;747;;15;732;29.06;70.94;;;1.42;2.01;69.52;97.99
2008_muni_t2;29075_0008;29;Finistere;;;29075;Guipavas;;;0008;642;188;454;;8;446;29.28;70.72;;;1.25;1.76;69.47;98.24
2008_muni_t2;29075_0009;29;Finistere;;;29075;Guipavas;;;0009;1094;392;702;;11;691;35.83;64.17;;;1.01;1.57;63.16;98.43
2008_muni_t2;29075_0010;29;Finistere;;;29075;Guipavas;;;0010;999;337;662;;15;647;33.73;66.27;;;1.5;2.27;64.76;97.73
2008_muni_t2;29075_0011;29;Finistere;;;29075;Guipavas;;;0011;827;256;571;;8;563;30.96;69.04;;;0.97;1.4;68.08;98.6
2008_muni_t2;29103_0001;29;Finistere;;;29103;Landerneau;;;0001;956;322;634;;7;627;33.68;66.32;;;0.73;1.1;65.59;98.9
2008_muni_t2;29103_0002;29;Finistere;;;29103;Landerneau;;;0002;864;251;613;;3;610;29.05;70.95;;;0.35;0.49;70.6;99.51
2008_muni_t2;29103_0003;29;Finistere;;;29103;Landerneau;;;0003;1079;274;805;;5;800;25.39;74.61;;;0.46;0.62;74.14;99.38
2008_muni_t2;29103_0004;29;Finistere;;;29103;Landerneau;;;0004;1057;292;765;;15;750;27.63;72.37;;;1.42;1.96;70.96;98.04
2008_muni_t2;29103_0005;29;Finistere;;;29103;Landerneau;;;0005;994;374;620;;13;607;37.63;62.37;;;1.31;2.1;61.07;97.9
2008_muni_t2;29103_0006;29;Finistere;;;29103;Landerneau;;;0006;959;361;598;;8;590;37.64;62.36;;;0.83;1.34;61.52;98.66
2008_muni_t2;29103_0007;29;Finistere;;;29103;Landerneau;;;0007;954;248;706;;14;692;26.0;74.0;;;1.47;1.98;72.54;98.02
2008_muni_t2;29103_0008;29;Finistere;;;29103;Landerneau;;;0008;916;210;706;;10;696;22.93;77.07;;;1.09;1.42;75.98;98.58
2008_muni_t2;29103_0009;29;Finistere;;;29103;Landerneau;;;0009;1162;338;824;;22;802;29.09;70.91;;;1.89;2.67;69.02;97.33
2008_muni_t2;29103_0010;29;Finistere;;;29103;Landerneau;;;0010;1007;377;630;;7;623;37.44;62.56;;;0.7;1.11;61.87;98.89
2008_muni_t2;29103_0011;29;Finistere;;;29103;Landerneau;;;0011;886;285;601;;6;595;32.17;67.83;;;0.68;1.0;67.16;99.0
2008_muni_t2;29124_0001;29;Finistere;;;29124;Lesneven;;;0001;930;930;0;;0;0;100.0;0.0;;;0.0;;0.0;
2008_muni_t2;29124_0002;29;Finistere;;;29124;Lesneven;;;0002;877;877;0;;0;0;100.0;0.0;;;0.0;;0.0;
2008_muni_t2;29124_0003;29;Finistere;;;29124;Lesneven;;;0003;821;821;0;;0;0;100.0;0.0;;;0.0;;0.0;
2008_muni_t2;29124_0004;29;Finistere;;;29124;Lesneven;;;0004;869;869;0;;0;0;100.0;0.0;;;0.0;;0.0;
2008_muni_t2;29124_0005;29;Finistere;;;29124;Lesneven;;;0005;737;737;0;;0;0;100.0;0.0;;;0.0;;0.0;
2008_muni_t2;29124_0006;29;Finistere;;;29124;Lesneven;;;0006;759;759;0;;0;0;100.0;0.0;;;0.0;;0.0;
2008_muni_t2;29130_0001;29;Finistere;;;29130;Locmaria-Plouzané;;;0001;917;235;682;;7;675;25.63;74.37;;;0.76;1.03;73.61;98.97
2008_muni_t2;29130_0002;29;Finistere;;;29130;Locmaria-Plouzané;;;0002;959;273;686;;12;674;28.47;71.53;;;1.25;1.75;70.28;98.25
2008_muni_t2;29130_0003;29;Finistere;;;29130;Locmaria-Plouzané;;;0003;1008;271;737;;14;723;26.88;73.12;;;1.39;1.9;71.73;98.1
2008_muni_t2;29130_0004;29;Finistere;;;29130;Locmaria-Plouzané;;;0004;927;223;704;;15;689;24.06;75.94;;;1.62;2.13;74.33;97.87
2008_muni_t2;29150_0001;29;Finistere;;;29150;Moëlan-Sur-Mer;;;0001;1174;349;825;;42;783;29.73;70.27;;;3.58;5.09;66.7;94.91
2008_muni_t2;29150_0002;29;Finistere;;;29150;Moëlan-Sur-Mer;;;0002;733;210;523;;20;503;28.65;71.35;;;2.73;3.82;68.62;96.18
2008_muni_t2;29150_0003;29;Finistere;;;29150;Moëlan-Sur-Mer;;;0003;963;255;708;;22;686;26.48;73.52;;;2.28;3.11;71.24;96.89
2008_muni_t2;29150_0004;29;Finistere;;;29150;Moëlan-Sur-Mer;;;0004;741;233;508;;19;489;31.44;68.56;;;2.56;3.74;65.99;96.26
2008_muni_t2;29150_0005;29;Finistere;;;29150;Moëlan-Sur-Mer;;;0005;737;202;535;;14;521;27.41;72.59;;;1.9;2.62;70.69;97.38
2008_muni_t2;29150_0006;29;Finistere;;;29150;Moëlan-Sur-Mer;;;0006;726;183;543;;20;523;25.21;74.79;;;2.75;3.68;72.04;96.32
2008_muni_t2;29150_0007;29;Finistere;;;29150;Moëlan-Sur-Mer;;;0007;791;213;578;;31;547;26.93;73.07;;;3.92;5.36;69.15;94.64
2008_muni_t2;29151_0001;29;Finistere;;;29151;Morlaix;;;0001;978;335;643;;32;611;34.25;65.75;;;3.27;4.98;62.47;95.02
2008_muni_t2;29151_0002;29;Finistere;;;29151;Morlaix;;;0002;1104;483;621;;23;598;43.75;56.25;;;2.08;3.7;54.17;96.3
2008_muni_t2;29151_0003;29;Finistere;;;29151;Morlaix;;;0003;1031;384;647;;20;627;37.25;62.75;;;1.94;3.09;60.81;96.91
2008_muni_t2;29151_0004;29;Finistere;;;29151;Morlaix;;;0004;989;403;586;;17;569;40.75;59.25;;;1.72;2.9;57.53;97.1
2008_muni_t2;29151_0005;29;Finistere;;;29151;Morlaix;;;0005;915;342;573;;20;553;37.38;62.62;;;2.19;3.49;60.44;96.51
2008_muni_t2;29151_0006;29;Finistere;;;29151;Morlaix;;;0006;973;316;657;;23;634;32.48;67.52;;;2.36;3.5;65.16;96.5
2008_muni_t2;29151_0007;29;Finistere;;;29151;Morlaix;;;0007;1186;347;839;;26;813;29.26;70.74;;;2.19;3.1;68.55;96.9
2008_muni_t2;29151_0008;29;Finistere;;;29151;Morlaix;;;0008;867;308;559;;26;533;35.52;64.48;;;3.0;4.65;61.48;95.35
